,,SN neutrino arrival delay [s] 2022-06-14 20:00:00.100
V1749 Cyg-2,XENONnT,0.08393099246186854
V1749 Cyg-2,Borexino,0.08393099246186854
V1749 Cyg-2,Baksan,0.08920100721421381
V1749 Cyg-2,HK,0.092368020075679
V1749 Cyg-2,KL,0.09236927758330707
V1749 Cyg-2,SK,0.09236989537083636
V1749 Cyg-2,JUNO,0.09368015566693239
V1749 Cyg-2,PandaX-4T,0.09418984559633627
V0520 Car,SK,0.04466226722562752
V0520 Car,KL,0.04466294952543818
V0520 Car,HK,0.04467739662382734
V0520 Car,PandaX-4T,0.04901565453722148
V0520 Car,JUNO,0.049609117040563644
V0520 Car,Baksan,0.05411232132495683
V0520 Car,NOvA,0.05698054685867711
V0520 Car,LVD,0.05844231954379768
V0520 Car,DS-20K,0.05844231954379768
V0520 Car,Borexino,0.05844231954379768
V0520 Car,XENONnT,0.05844231954379768
V0520 Car,HALO-1kT,0.058735386446153524
V0520 Car,SNOP,0.058735386446153524
V0520 Car,SBND,0.059677895495706054
V0520 Car,DUNE,0.059677895495706054
V0520 Car,LZ,0.059677895495706054
V0520 Car,MicroBooNe,0.059677895495706054
V0520 Car,KM3,0.060168741835188055
V0520 Car,IC,0.08228030581204532
V0341 Lac,IC,0.06009080760741481
V0341 Lac,MicroBooNe,0.08258815239259047
V0341 Lac,LZ,0.08258815239259047
V0341 Lac,SBND,0.08258815239259047
V0341 Lac,DUNE,0.08258815239259047
V0341 Lac,SNOP,0.08344002877041538
V0341 Lac,HALO-1kT,0.08344002877041538
V0341 Lac,KM3,0.08428288332829476
V0341 Lac,NOvA,0.08495207519656385
V0341 Lac,DS-20K,0.08552631480798989
V0341 Lac,LVD,0.08552631480798989
V0341 Lac,XENONnT,0.08552631480798989
V0341 Lac,Borexino,0.08552631480798989
V0341 Lac,Baksan,0.08965037905907355
V0341 Lac,JUNO,0.094159626210597
V0341 Lac,PandaX-4T,0.09437864784468647
V0341 Lac,HK,0.09628096940840475
V0341 Lac,KL,0.09628679058400902
V0341 Lac,SK,0.09628715541986095
MZ Cas,IC,0.055236618117457684
MZ Cas,KM3,0.07911481108394179
MZ Cas,DS-20K,0.08087204776840087
MZ Cas,LVD,0.08087204776840087
MZ Cas,Borexino,0.08087204776840087
MZ Cas,XENONnT,0.08087204776840087
MZ Cas,Baksan,0.08358755135996734
MZ Cas,SBND,0.08437466819757704
MZ Cas,DUNE,0.08437466819757704
MZ Cas,LZ,0.08437466819757704
MZ Cas,MicroBooNe,0.08437466819757704
MZ Cas,HALO-1kT,0.08474655978072985
MZ Cas,SNOP,0.08474655978072985
MZ Cas,NOvA,0.08633320394962582
MZ Cas,JUNO,0.08741218335056032
MZ Cas,PandaX-4T,0.08741264050134519
MZ Cas,HK,0.09177824501340913
MZ Cas,KL,0.09178673199878849
MZ Cas,SK,0.0917868847390151
NR Vul-2,IC,0.05001950955485622
NR Vul-2,MicroBooNe,0.05063395394509815
NR Vul-2,LZ,0.05063395394509815
NR Vul-2,DUNE,0.05063395394509815
NR Vul-2,SBND,0.05063395394509815
NR Vul-2,SNOP,0.052368761195137205
NR Vul-2,HALO-1kT,0.052368761195137205
NR Vul-2,NOvA,0.053151132471352676
NR Vul-2,DS-20K,0.06631229727402314
NR Vul-2,LVD,0.06631229727402314
NR Vul-2,XENONnT,0.06631229727402314
NR Vul-2,Borexino,0.06631229727402314
NR Vul-2,KM3,0.06643752926518678
NR Vul-2,Baksan,0.07156549406332072
NR Vul-2,KL,0.07305677128810646
NR Vul-2,SK,0.07305741158758162
NR Vul-2,HK,0.07305806614619145
NR Vul-2,JUNO,0.07575913890599176
NR Vul-2,PandaX-4T,0.07628258005306619
sig CMa,PandaX-4T,0.023524565332690952
sig CMa,JUNO,0.026165369135671298
sig CMa,Baksan,0.028506278080570213
sig CMa,SK,0.03232795588658318
sig CMa,KL,0.03232951204204035
sig CMa,HK,0.03233157014163785
sig CMa,KM3,0.03573804290320979
sig CMa,LVD,0.03604916738882743
sig CMa,DS-20K,0.03604916738882743
sig CMa,Borexino,0.03604916738882743
sig CMa,XENONnT,0.03604916738882743
sig CMa,NOvA,0.05232076574894408
sig CMa,HALO-1kT,0.05249098963443846
sig CMa,SNOP,0.05249098963443846
sig CMa,SBND,0.0540885481363836
sig CMa,DUNE,0.0540885481363836
sig CMa,LZ,0.0540885481363836
sig CMa,MicroBooNe,0.0540885481363836
sig CMa,IC,0.05620017868339178
V0356 Cep,IC,0.048425276515809565
V0356 Cep,KM3,0.07422008458848714
V0356 Cep,DS-20K,0.07572818739318105
V0356 Cep,LVD,0.07572818739318105
V0356 Cep,Borexino,0.07572818739318105
V0356 Cep,XENONnT,0.07572818739318105
V0356 Cep,SBND,0.07609371656871206
V0356 Cep,DUNE,0.07609371656871206
V0356 Cep,LZ,0.07609371656871206
V0356 Cep,MicroBooNe,0.07609371656871206
V0356 Cep,HALO-1kT,0.07673046375866095
V0356 Cep,SNOP,0.07673046375866095
V0356 Cep,NOvA,0.0781807316044376
V0356 Cep,Baksan,0.07885597455854959
V0356 Cep,JUNO,0.08220806082249488
V0356 Cep,PandaX-4T,0.08244649850363979
V0356 Cep,HK,0.08550580935443222
V0356 Cep,KL,0.08551369263907178
V0356 Cep,SK,0.08551398990335322
KN Cas,IC,0.032025984538313866
KN Cas,KM3,0.0580162785478484
KN Cas,DS-20K,0.059617727933488913
KN Cas,LVD,0.059617727933488913
KN Cas,Borexino,0.059617727933488913
KN Cas,XENONnT,0.059617727933488913
KN Cas,Baksan,0.062024593947381086
KN Cas,SBND,0.06212351508221544
KN Cas,DUNE,0.06212351508221544
KN Cas,LZ,0.06212351508221544
KN Cas,MicroBooNe,0.06212351508221544
KN Cas,HALO-1kT,0.06256494098792455
KN Cas,SNOP,0.06256494098792455
KN Cas,NOvA,0.06392684695310007
KN Cas,JUNO,0.06478005438670328
KN Cas,PandaX-4T,0.06495121521419894
KN Cas,HK,0.06861952088749176
KN Cas,KL,0.06862784321427874
KN Cas,SK,0.06862805409199042
PS Mus,SK,0.02464221903709268
PS Mus,KL,0.024642817852288428
PS Mus,HK,0.024664868719273283
PS Mus,NOvA,0.028324956096157355
PS Mus,SNOP,0.03027060919084486
PS Mus,HALO-1kT,0.03027060919084486
PS Mus,MicroBooNe,0.031021051794953933
PS Mus,SBND,0.031021051794953933
PS Mus,DUNE,0.031021051794953933
PS Mus,LZ,0.031021051794953933
PS Mus,PandaX-4T,0.031550100355104506
PS Mus,JUNO,0.03224420391277285
PS Mus,Baksan,0.0333957561475498
PS Mus,DS-20K,0.035557948407627396
PS Mus,Borexino,0.035557948407627396
PS Mus,LVD,0.035557948407627396
PS Mus,XENONnT,0.035557948407627396
PS Mus,KM3,0.03763847320561231
PS Mus,IC,0.058079500328728925
V2125 Cyg,IC,0.0589181091867226
V2125 Cyg,MicroBooNe,0.06745121469300731
V2125 Cyg,LZ,0.06745121469300731
V2125 Cyg,SBND,0.06745121469300731
V2125 Cyg,DUNE,0.06745121469300731
V2125 Cyg,SNOP,0.06885700226766243
V2125 Cyg,HALO-1kT,0.06885700226766243
V2125 Cyg,NOvA,0.07005012752555245
V2125 Cyg,KM3,0.07851643253530864
V2125 Cyg,DS-20K,0.07888897159003115
V2125 Cyg,LVD,0.07888897159003115
V2125 Cyg,XENONnT,0.07888897159003115
V2125 Cyg,Borexino,0.07888897159003115
V2125 Cyg,Baksan,0.08424096701768713
V2125 Cyg,HK,0.08822370988848068
V2125 Cyg,KL,0.08822455983353679
V2125 Cyg,SK,0.08822510626677507
V2125 Cyg,JUNO,0.08932121702404881
V2125 Cyg,PandaX-4T,0.08968614700590188
V0589 Cas,IC,0.035607465291993816
V0589 Cas,KM3,0.059373387055680224
V0589 Cas,DS-20K,0.061255879180566165
V0589 Cas,LVD,0.061255879180566165
V0589 Cas,Borexino,0.061255879180566165
V0589 Cas,XENONnT,0.061255879180566165
V0589 Cas,Baksan,0.06283418275510376
V0589 Cas,PandaX-4T,0.06540950371580616
V0589 Cas,JUNO,0.06543714376716529
V0589 Cas,SBND,0.06749584654736514
V0589 Cas,DUNE,0.06749584654736514
V0589 Cas,LZ,0.06749584654736514
V0589 Cas,MicroBooNe,0.06749584654736514
V0589 Cas,HALO-1kT,0.0676398599845685
V0589 Cas,SNOP,0.0676398599845685
V0589 Cas,NOvA,0.06904677606890137
V0589 Cas,HK,0.07059035964619671
V0589 Cas,KL,0.07059983989847063
V0589 Cas,SK,0.07059989909443148
WX Cas,IC,0.06078260803816367
WX Cas,KM3,0.08401829823679709
WX Cas,DS-20K,0.08602457862078006
WX Cas,LVD,0.08602457862078006
WX Cas,Borexino,0.08602457862078006
WX Cas,XENONnT,0.08602457862078006
WX Cas,Baksan,0.08759242803309138
WX Cas,PandaX-4T,0.09019795090031696
WX Cas,JUNO,0.09021751478359513
WX Cas,SBND,0.09295955217853892
WX Cas,DUNE,0.09295955217853892
WX Cas,LZ,0.09295955217853892
WX Cas,MicroBooNe,0.09295955217853892
WX Cas,HALO-1kT,0.09310264067037136
WX Cas,SNOP,0.09310264067037136
WX Cas,NOvA,0.0946174940305909
WX Cas,HK,0.09591549038286715
WX Cas,KL,0.09592608236542133
WX Cas,SK,0.09592614400672644
V0419 Cep,IC,0.05085832040492422
V0419 Cep,MicroBooNe,0.07601926001295034
V0419 Cep,LZ,0.07601926001295034
V0419 Cep,SBND,0.07601926001295034
V0419 Cep,DUNE,0.07601926001295034
V0419 Cep,SNOP,0.07718367984301697
V0419 Cep,HALO-1kT,0.07718367984301697
V0419 Cep,NOvA,0.07823810230722457
V0419 Cep,KM3,0.0799475988483509
V0419 Cep,DS-20K,0.081042881188411
V0419 Cep,LVD,0.081042881188411
V0419 Cep,XENONnT,0.081042881188411
V0419 Cep,Borexino,0.081042881188411
V0419 Cep,Baksan,0.08442314121813035
V0419 Cep,JUNO,0.0858689206078825
V0419 Cep,PandaX-4T,0.08668957360292236
V0419 Cep,HK,0.08750557214063745
V0419 Cep,KL,0.08751368099923752
V0419 Cep,SK,0.08751429171620936
V0466 Cas,IC,0.049498214749655794
V0466 Cas,KM3,0.07164455773486579
V0466 Cas,DS-20K,0.0735640512362633
V0466 Cas,LVD,0.0735640512362633
V0466 Cas,Borexino,0.0735640512362633
V0466 Cas,XENONnT,0.0735640512362633
V0466 Cas,Baksan,0.07570134183581419
V0466 Cas,PandaX-4T,0.07938878813626578
V0466 Cas,JUNO,0.07957706238250808
V0466 Cas,SBND,0.0797184056850489
V0466 Cas,DUNE,0.0797184056850489
V0466 Cas,LZ,0.0797184056850489
V0466 Cas,MicroBooNe,0.0797184056850489
V0466 Cas,HALO-1kT,0.0798534254973218
V0466 Cas,SNOP,0.0798534254973218
V0466 Cas,NOvA,0.08146123772394752
V0466 Cas,HK,0.08472371006806985
V0466 Cas,KL,0.08473249336672634
V0466 Cas,SK,0.08473251676901512
DU Cru-2,SK,0.04332972410480572
DU Cru-2,KL,0.043329917534011435
DU Cru-2,HK,0.04334573756106904
DU Cru-2,NOvA,0.049754324507492
DU Cru-2,JUNO,0.05086865484689165
DU Cru-2,PandaX-4T,0.05091362191637303
DU Cru-2,SNOP,0.05196273230146741
DU Cru-2,HALO-1kT,0.05196273230146741
DU Cru-2,MicroBooNe,0.052339087296512266
DU Cru-2,SBND,0.052339087296512266
DU Cru-2,DUNE,0.052339087296512266
DU Cru-2,LZ,0.052339087296512266
DU Cru-2,Baksan,0.05550877702576065
DU Cru-2,DS-20K,0.058285356982778834
DU Cru-2,Borexino,0.058285356982778834
DU Cru-2,LVD,0.058285356982778834
DU Cru-2,XENONnT,0.058285356982778834
DU Cru-2,KM3,0.06033799087275771
DU Cru-2,IC,0.0789583439346253
UY Sct-2,MicroBooNe,0.054648081282722034
UY Sct-2,LZ,0.054648081282722034
UY Sct-2,DUNE,0.054648081282722034
UY Sct-2,SBND,0.054648081282722034
UY Sct-2,NOvA,0.055854597559974864
UY Sct-2,SNOP,0.05654903189475875
UY Sct-2,HALO-1kT,0.05654903189475875
UY Sct-2,DS-20K,0.07848663570803643
UY Sct-2,LVD,0.07848663570803643
UY Sct-2,XENONnT,0.07848663570803643
UY Sct-2,Borexino,0.07848663570803643
UY Sct-2,IC,0.07857595829571473
UY Sct-2,KL,0.07883306701461446
UY Sct-2,SK,0.07883377360645188
UY Sct-2,HK,0.07884320902837405
UY Sct-2,KM3,0.08003640577877186
UY Sct-2,Baksan,0.08318966694232334
UY Sct-2,JUNO,0.08620427538841775
UY Sct-2,PandaX-4T,0.08678873330775681
V0337 Car-2,SK,0.056413679315955645
V0337 Car-2,KL,0.05641445087738532
V0337 Car-2,HK,0.05642841585129555
V0337 Car-2,PandaX-4T,0.05978060049689596
V0337 Car-2,JUNO,0.06060269872021488
V0337 Car-2,Baksan,0.0641876195883674
V0337 Car-2,NOvA,0.0685466179121579
V0337 Car-2,LVD,0.06857154078037007
V0337 Car-2,DS-20K,0.06857154078037007
V0337 Car-2,Borexino,0.06857154078037007
V0337 Car-2,XENONnT,0.06857154078037007
V0337 Car-2,HALO-1kT,0.07014535911305503
V0337 Car-2,SNOP,0.07014535911305503
V0337 Car-2,KM3,0.07023342961213941
V0337 Car-2,SBND,0.07122401095869269
V0337 Car-2,DUNE,0.07122401095869269
V0337 Car-2,LZ,0.07122401095869269
V0337 Car-2,MicroBooNe,0.07122401095869269
V0337 Car-2,IC,0.09402498145437005
V0772 Cen,SK,0.02454687793093696
V0772 Cen,KL,0.024547513115519958
V0772 Cen,HK,0.024566898811070985
V0772 Cen,PandaX-4T,0.031025856614462312
V0772 Cen,JUNO,0.031514235068001335
V0772 Cen,NOvA,0.03434823284455646
V0772 Cen,Baksan,0.03542715302568165
V0772 Cen,SNOP,0.036281604616991064
V0772 Cen,HALO-1kT,0.036281604616991064
V0772 Cen,MicroBooNe,0.037051808078331305
V0772 Cen,SBND,0.037051808078331305
V0772 Cen,DUNE,0.037051808078331305
V0772 Cen,LZ,0.037051808078331305
V0772 Cen,DS-20K,0.03889467904980895
V0772 Cen,Borexino,0.03889467904980895
V0772 Cen,LVD,0.03889467904980895
V0772 Cen,XENONnT,0.03889467904980895
V0772 Cen,KM3,0.040780202307025004
V0772 Cen,IC,0.06063884879257595
V0396 Cen,SK,0.05575019650165846
V0396 Cen,KL,0.055750373805086184
V0396 Cen,HK,0.05576624752512639
V0396 Cen,NOvA,0.060049234882636235
V0396 Cen,SNOP,0.0621911233683024
V0396 Cen,HALO-1kT,0.0621911233683024
V0396 Cen,MicroBooNe,0.06252788079482545
V0396 Cen,SBND,0.06252788079482545
V0396 Cen,DUNE,0.06252788079482545
V0396 Cen,LZ,0.06252788079482545
V0396 Cen,PandaX-4T,0.06326807141088606
V0396 Cen,JUNO,0.06329453800953473
V0396 Cen,Baksan,0.06704868874441265
V0396 Cen,DS-20K,0.06940025067822443
V0396 Cen,Borexino,0.06940025067822443
V0396 Cen,LVD,0.06940025067822443
V0396 Cen,XENONnT,0.06940025067822443
V0396 Cen,KM3,0.07153180846747852
V0396 Cen,IC,0.0909582905733999
V0923 Cen,SK,0.02915470643268477
V0923 Cen,KL,0.02915518323670295
V0923 Cen,HK,0.02917245385693543
V0923 Cen,PandaX-4T,0.035883092141776575
V0923 Cen,JUNO,0.03612100483761279
V0923 Cen,NOvA,0.03933196392490382
V0923 Cen,Baksan,0.04100098306767965
V0923 Cen,SNOP,0.041371979307050624
V0923 Cen,HALO-1kT,0.041371979307050624
V0923 Cen,MicroBooNe,0.042030605022584266
V0923 Cen,SBND,0.042030605022584266
V0923 Cen,DUNE,0.042030605022584266
V0923 Cen,LZ,0.042030605022584266
V0923 Cen,DS-20K,0.04455582777005299
V0923 Cen,Borexino,0.04455582777005299
V0923 Cen,LVD,0.04455582777005299
V0923 Cen,XENONnT,0.04455582777005299
V0923 Cen,KM3,0.04644385369320679
V0923 Cen,IC,0.06571026656146477
NSV 13784,IC,0.0640957849187032
NSV 13784,MicroBooNe,0.08091963103505045
NSV 13784,LZ,0.08091963103505045
NSV 13784,SBND,0.08091963103505045
NSV 13784,DUNE,0.08091963103505045
NSV 13784,SNOP,0.08195122715352723
NSV 13784,HALO-1kT,0.08195122715352723
NSV 13784,NOvA,0.08345173803177203
NSV 13784,KM3,0.08610302280888592
NSV 13784,DS-20K,0.08703375005152861
NSV 13784,LVD,0.08703375005152861
NSV 13784,XENONnT,0.08703375005152861
NSV 13784,Borexino,0.08703375005152861
NSV 13784,Baksan,0.09192539439260368
NSV 13784,JUNO,0.09733156470546911
NSV 13784,PandaX-4T,0.09751862033547097
NSV 13784,HK,0.09822303728633204
NSV 13784,KL,0.09822653948233295
NSV 13784,SK,0.09822694959356808
V0602 Car,SK,0.046227611810770564
V0602 Car,KL,0.0462281438688247
V0602 Car,HK,0.04624233778994869
V0602 Car,PandaX-4T,0.05144016960200024
V0602 Car,JUNO,0.05178731493167435
V0602 Car,Baksan,0.05683187258005919
V0602 Car,NOvA,0.05777223219080659
V0602 Car,SNOP,0.059671677053412045
V0602 Car,HALO-1kT,0.059671677053412045
V0602 Car,MicroBooNe,0.06046361216563165
V0602 Car,SBND,0.06046361216563165
V0602 Car,DUNE,0.06046361216563165
V0602 Car,LZ,0.06046361216563165
V0602 Car,DS-20K,0.060919227385285483
V0602 Car,Borexino,0.060919227385285483
V0602 Car,LVD,0.060919227385285483
V0602 Car,XENONnT,0.060919227385285483
V0602 Car,KM3,0.06271956865642216
V0602 Car,IC,0.08377569778734816
WY Gem,PandaX-4T,0.061499159545926774
WY Gem,JUNO,0.06206523850315787
WY Gem,IC,0.06415619519797834
WY Gem,Baksan,0.06569129593788776
WY Gem,KM3,0.06839677047867822
WY Gem,DS-20K,0.07040536251750483
WY Gem,LVD,0.07040536251750483
WY Gem,XENONnT,0.07040536251750483
WY Gem,Borexino,0.07040536251750483
WY Gem,HK,0.07149989283193517
WY Gem,SK,0.07151239890140228
WY Gem,KL,0.07151301540704405
WY Gem,HALO-1kT,0.08811542818611276
WY Gem,SNOP,0.08811542818611276
WY Gem,NOvA,0.08873465986639764
WY Gem,SBND,0.08909022216727583
WY Gem,DUNE,0.08909022216727583
WY Gem,LZ,0.08909022216727583
WY Gem,MicroBooNe,0.08909022216727583
BU Gem,PandaX-4T,0.04221773658609943
BU Gem,JUNO,0.04280641166915346
BU Gem,IC,0.04512263217170968
BU Gem,Baksan,0.04645912115535135
BU Gem,KM3,0.04915993744297571
BU Gem,DS-20K,0.051110475893442454
BU Gem,LVD,0.051110475893442454
BU Gem,XENONnT,0.051110475893442454
BU Gem,Borexino,0.051110475893442454
BU Gem,HK,0.05214072070147905
BU Gem,SK,0.05215272350229374
BU Gem,KL,0.05215332393909336
BU Gem,HALO-1kT,0.06776506240833995
BU Gem,SNOP,0.06776506240833995
BU Gem,NOvA,0.0683276570283068
BU Gem,SBND,0.06866292503719659
BU Gem,DUNE,0.06866292503719659
BU Gem,LZ,0.06866292503719659
BU Gem,MicroBooNe,0.06866292503719659
alf Ori,PandaX-4T,0.03654583601105555
alf Ori,JUNO,0.038284406059533635
alf Ori,Baksan,0.038476698208754025
alf Ori,KM3,0.04184774386428965
alf Ori,DS-20K,0.043693984840057015
alf Ori,LVD,0.043693984840057015
alf Ori,XENONnT,0.043693984840057015
alf Ori,Borexino,0.043693984840057015
alf Ori,HK,0.047605776832378294
alf Ori,SK,0.04761224680426374
alf Ori,KL,0.047613280900633825
alf Ori,IC,0.04864863152437596
alf Ori,SNOP,0.06282964862625623
alf Ori,HALO-1kT,0.06282964862625623
alf Ori,NOvA,0.06350722219767933
alf Ori,SBND,0.06414350994106637
alf Ori,DUNE,0.06414350994106637
alf Ori,LZ,0.06414350994106637
alf Ori,MicroBooNe,0.06414350994106637
SU Per,IC,0.04826949638601744
SU Per,KM3,0.06896354906204234
SU Per,DS-20K,0.07103724544988722
SU Per,LVD,0.07103724544988722
SU Per,Borexino,0.07103724544988722
SU Per,XENONnT,0.07103724544988722
SU Per,Baksan,0.0723367114305062
SU Per,PandaX-4T,0.0753240607677972
SU Per,JUNO,0.07560445608154323
SU Per,HALO-1kT,0.07968613451798667
SU Per,SNOP,0.07968613451798667
SU Per,SBND,0.07975070806575008
SU Per,DUNE,0.07975070806575008
SU Per,LZ,0.07975070806575008
SU Per,MicroBooNe,0.07975070806575008
SU Per,NOvA,0.08123543365699545
SU Per,HK,0.08162797978530077
SU Per,SK,0.08163762851277706
SU Per,KL,0.08163770389177306
TV Gem,PandaX-4T,0.05217930719578214
TV Gem,JUNO,0.05282173080416617
TV Gem,IC,0.055755107551766034
TV Gem,Baksan,0.05633339397603217
TV Gem,KM3,0.05912648757113696
TV Gem,DS-20K,0.061105799360893304
TV Gem,LVD,0.061105799360893304
TV Gem,XENONnT,0.061105799360893304
TV Gem,Borexino,0.061105799360893304
TV Gem,HK,0.06225880841962406
TV Gem,SK,0.06227082381661561
TV Gem,KL,0.06227146597950708
TV Gem,HALO-1kT,0.0786224617535987
TV Gem,SNOP,0.0786224617535987
TV Gem,NOvA,0.07921959834441053
TV Gem,SBND,0.07959981553762839
TV Gem,DUNE,0.07959981553762839
TV Gem,LZ,0.07959981553762839
TV Gem,MicroBooNe,0.07959981553762839
mu. Cep,IC,0.06495554056398704
mu. Cep,MicroBooNe,0.08965062018165908
mu. Cep,LZ,0.08965062018165908
mu. Cep,SBND,0.08965062018165908
mu. Cep,DUNE,0.08965062018165908
mu. Cep,SNOP,0.09069971882856101
mu. Cep,HALO-1kT,0.09069971882856101
mu. Cep,NOvA,0.09195457296856586
mu. Cep,KM3,0.0924275115374157
mu. Cep,DS-20K,0.09364150380236998
mu. Cep,LVD,0.09364150380236998
mu. Cep,XENONnT,0.09364150380236998
mu. Cep,Borexino,0.09364150380236998
mu. Cep,Baksan,0.09730832802412136
mu. Cep,JUNO,0.09986528936012315
mu. Cep,PandaX-4T,0.10048403052187521
mu. Cep,HK,0.10188909976484165
mu. Cep,KL,0.10189686429355212
mu. Cep,SK,0.10189739451893387
omi 1 CMa,PandaX-4T,0.016714124952515074
omi 1 CMa,JUNO,0.019685887114936924
omi 1 CMa,Baksan,0.022084851904508783
omi 1 CMa,SK,0.026922743827795574
omi 1 CMa,KL,0.02692428730679768
omi 1 CMa,HK,0.02692491790384871
omi 1 CMa,KM3,0.02928790352370158
omi 1 CMa,LVD,0.029799629153636948
omi 1 CMa,DS-20K,0.029799629153636948
omi 1 CMa,Borexino,0.029799629153636948
omi 1 CMa,XENONnT,0.029799629153636948
omi 1 CMa,NOvA,0.04625977284644587
omi 1 CMa,HALO-1kT,0.04632806346361968
omi 1 CMa,SNOP,0.04632806346361968
omi 1 CMa,SBND,0.04782387342291908
omi 1 CMa,DUNE,0.04782387342291908
omi 1 CMa,LZ,0.04782387342291908
omi 1 CMa,MicroBooNe,0.04782387342291908
omi 1 CMa,IC,0.04801146956777771
S Per,IC,0.04742435718008427
S Per,KM3,0.06933332694517856
S Per,DS-20K,0.0713792619366236
S Per,LVD,0.0713792619366236
S Per,Borexino,0.0713792619366236
S Per,XENONnT,0.0713792619366236
S Per,Baksan,0.07259925969459594
S Per,PandaX-4T,0.07514741255691311
S Per,JUNO,0.07530204973828522
S Per,SBND,0.07959205560915919
S Per,DUNE,0.07959205560915919
S Per,LZ,0.07959205560915919
S Per,MicroBooNe,0.07959205560915919
S Per,HALO-1kT,0.07959247229672711
S Per,SNOP,0.07959247229672711
S Per,NOvA,0.08107672573938857
S Per,HK,0.08124511664624338
S Per,SK,0.08125530484125076
S Per,KL,0.0812553288000483
VY CMa,PandaX-4T,0.05995992063450831
VY CMa,JUNO,0.06149143904493534
VY CMa,Baksan,0.06583341890507707
VY CMa,SK,0.06663755215203598
VY CMa,HK,0.0666385066780144
VY CMa,KL,0.0666387923307346
VY CMa,KM3,0.07267010270171222
VY CMa,LVD,0.07294488030630457
VY CMa,DS-20K,0.07294488030630457
VY CMa,Borexino,0.07294488030630457
VY CMa,XENONnT,0.07294488030630457
VY CMa,NOvA,0.08876783632192978
VY CMa,HALO-1kT,0.08916446740697727
VY CMa,SNOP,0.08916446740697727
VY CMa,SBND,0.09079775493933907
VY CMa,DUNE,0.09079775493933907
VY CMa,LZ,0.09079775493933907
VY CMa,MicroBooNe,0.09079775493933907
VY CMa,IC,0.09177850091147853
rho Cas,IC,0.03790251666876707
rho Cas,KM3,0.061317549342410155
rho Cas,DS-20K,0.06291521537922852
rho Cas,LVD,0.06291521537922852
rho Cas,Borexino,0.06291521537922852
rho Cas,XENONnT,0.06291521537922852
rho Cas,SBND,0.06527976870144177
rho Cas,DUNE,0.06527976870144177
rho Cas,LZ,0.06527976870144177
rho Cas,MicroBooNe,0.06527976870144177
rho Cas,HALO-1kT,0.06567537423883375
rho Cas,SNOP,0.06567537423883375
rho Cas,Baksan,0.06593598854446747
rho Cas,NOvA,0.0672383515759057
rho Cas,PandaX-4T,0.0701841607012593
rho Cas,JUNO,0.07024617105789215
rho Cas,HK,0.0739118462840375
rho Cas,KL,0.07391874179295047
rho Cas,SK,0.07391888500568368
W Cep,IC,0.055520335968074985
W Cep,MicroBooNe,0.08121229486565061
W Cep,LZ,0.08121229486565061
W Cep,DUNE,0.08121229486565061
W Cep,SBND,0.08121229486565061
W Cep,KM3,0.0812555818996609
W Cep,SNOP,0.08199345278039595
W Cep,HALO-1kT,0.08199345278039595
W Cep,DS-20K,0.08263839433673618
W Cep,LVD,0.08263839433673618
W Cep,XENONnT,0.08263839433673618
W Cep,Borexino,0.08263839433673618
W Cep,NOvA,0.08343829085818306
W Cep,Baksan,0.08618933187046993
W Cep,JUNO,0.08976934114846304
W Cep,PandaX-4T,0.0900735912805873
W Cep,HK,0.09249975259090795
W Cep,KL,0.09250704938334392
W Cep,SK,0.09250741189799519
alf Her,MicroBooNe,0.05070167107297089
alf Her,LZ,0.05070167107297089
alf Her,SBND,0.05070167107297089
alf Her,DUNE,0.05070167107297089
alf Her,NOvA,0.05196746438100789
alf Her,SNOP,0.0532338925943664
alf Her,HALO-1kT,0.0532338925943664
alf Her,IC,0.05460128028419637
alf Her,HK,0.06475722215765602
alf Her,KL,0.06475923706747523
alf Her,SK,0.06476058804870882
alf Her,JUNO,0.07045669206356467
alf Her,DS-20K,0.072285762032337
alf Her,Borexino,0.072285762032337
alf Her,LVD,0.072285762032337
alf Her,XENONnT,0.072285762032337
alf Her,PandaX-4T,0.07254103295289202
alf Her,KM3,0.07312521071035542
alf Her,Baksan,0.07488509706303191
BZ Car,SK,0.042967982787492226
BZ Car,KL,0.04296866377293321
BZ Car,HK,0.04298403760695703
BZ Car,PandaX-4T,0.04761794710265125
BZ Car,JUNO,0.0482471701512254
BZ Car,Baksan,0.05228287232063815
BZ Car,NOvA,0.054302967642549466
BZ Car,SNOP,0.056066765047102264
BZ Car,HALO-1kT,0.056066765047102264
BZ Car,LVD,0.05636882539073206
BZ Car,DS-20K,0.05636882539073206
BZ Car,Borexino,0.05636882539073206
BZ Car,XENONnT,0.05636882539073206
BZ Car,SBND,0.056996589519993916
BZ Car,LZ,0.056996589519993916
BZ Car,MicroBooNe,0.056996589519993916
BZ Car,DUNE,0.056996589519993916
BZ Car,KM3,0.058153923748217
BZ Car,IC,0.0804078147437049
CK Car,SK,0.028239518493773617
CK Car,KL,0.028240400471137374
CK Car,HK,0.028256901516801373
CK Car,PandaX-4T,0.032473250832588105
CK Car,JUNO,0.03325496446764109
CK Car,Baksan,0.03781816131343828
CK Car,NOvA,0.042046661569682876
CK Car,LVD,0.042419557263075204
CK Car,DS-20K,0.042419557263075204
CK Car,Borexino,0.042419557263075204
CK Car,XENONnT,0.042419557263075204
CK Car,HALO-1kT,0.043714281666975496
CK Car,SNOP,0.043714281666975496
CK Car,KM3,0.04407769663393778
CK Car,SBND,0.04472839480339184
CK Car,DUNE,0.04472839480339184
