,,SN neutrino arrival delay [s] 2022-06-14 20:00:00.100
HD 33299,KM3,0.06960941967916019
HD 33299,JUNO,0.06970674332161886
HD 33299,DS-20K,0.07189458213244898
HD 33299,LVD,0.07189458213244898
HD 33299,XENONnT,0.07189458213244898
HD 33299,Borexino,0.07189458213244898
HD 33299,HK,0.07882885812028126
HD 33299,SK,0.0788393688106174
HD 33299,KL,0.0788400049162106
HD 33299,HALO-1kT,0.08942952765540288
HD 33299,SNOP,0.08942952765540288
HD 33299,SBND,0.09038277095372009
HD 33299,DUNE,0.09038277095372009
HD 33299,LZ,0.09038277095372009
HD 33299,MicroBooNe,0.09038277095372009
HD 33299,NOvA,0.09057614585374235
HD 44391,IC,0.03443855288572187
HD 44391,PandaX-4T,0.034589756370195124
HD 44391,JUNO,0.03476197175486541
HD 44391,Baksan,0.039617682494888576
HD 44391,KM3,0.04209906156617121
HD 44391,HK,0.04368589321498117
HD 44391,SK,0.04369909287102535
HD 44391,KL,0.04369951143511382
HD 44391,LVD,0.043951587970131586
HD 44391,DS-20K,0.043951587970131586
HD 44391,Borexino,0.043951587970131586
HD 44391,XENONnT,0.043951587970131586
HD 44391,HALO-1kT,0.058530152631730635
HD 44391,SNOP,0.058530152631730635
HD 44391,NOvA,0.05897817934195898
HD 44391,DUNE,0.05921112957502313
HD 44391,LZ,0.05921112957502313
HD 44391,MicroBooNe,0.05921112957502313
HD 44391,SBND,0.05921112957502313
V0528 Car,SK,0.06600108992821589
V0528 Car,KL,0.06600163976176507
V0528 Car,HK,0.06601498241904902
V0528 Car,PandaX-4T,0.07055561347101251
V0528 Car,JUNO,0.07100903944917111
V0528 Car,Baksan,0.07544112313565161
V0528 Car,NOvA,0.07696506783139054
V0528 Car,SNOP,0.07877227202076623
V0528 Car,HALO-1kT,0.07877227202076623
V0528 Car,LVD,0.07948889292008716
V0528 Car,DS-20K,0.07948889292008716
V0528 Car,Borexino,0.07948889292008716
V0528 Car,XENONnT,0.07948889292008716
V0528 Car,SBND,0.07962611771349543
V0528 Car,LZ,0.07962611771349543
V0528 Car,MicroBooNe,0.07962611771349543
V0528 Car,DUNE,0.07962611771349543
V0528 Car,KM3,0.08127055312924521
V0528 Car,IC,0.1036998948480814
NSV 17172,JUNO,0.043220912119348295
NSV 17172,PandaX-4T,0.0432566344543251
NSV 17172,IC,0.04627416089781226
NSV 17172,Baksan,0.04996220522865275
NSV 17172,HK,0.05245895061150259
NSV 17172,SK,0.0524736723998014
NSV 17172,KL,0.052474087400003366
NSV 17172,KM3,0.0532990201254615
NSV 17172,LVD,0.05509903548898924
NSV 17172,DS-20K,0.05509903548898924
NSV 17172,Borexino,0.05509903548898924
NSV 17172,XENONnT,0.05509903548898924
NSV 17172,HALO-1kT,0.07049423287659924
NSV 17172,SNOP,0.07049423287659924
NSV 17172,NOvA,0.07078472845698486
NSV 17172,DUNE,0.0712267529441434
NSV 17172,LZ,0.0712267529441434
NSV 17172,MicroBooNe,0.0712267529441434
NSV 17172,SBND,0.0712267529441434
NSV 3213,PandaX-4T,0.02537161371948028
NSV 3213,JUNO,0.027247424423334235
NSV 3213,Baksan,0.031359782914149245
NSV 3213,HK,0.03600437912624021
NSV 3213,SK,0.036008857179341415
NSV 3213,KL,0.036010066641548294
NSV 3213,KM3,0.03739000336075078
NSV 3213,LVD,0.03849381288238081
NSV 3213,DS-20K,0.03849381288238081
NSV 3213,Borexino,0.03849381288238081
NSV 3213,XENONnT,0.03849381288238081
NSV 3213,IC,0.049858865860217774
NSV 3213,HALO-1kT,0.05612870441960706
NSV 3213,SNOP,0.05612870441960706
NSV 3213,NOvA,0.05621960393693002
NSV 3213,SBND,0.057493076444064255
NSV 3213,DUNE,0.057493076444064255
NSV 3213,LZ,0.057493076444064255
NSV 3213,MicroBooNe,0.057493076444064255
HS Cas,IC,0.023894239121648123
HS Cas,KM3,0.04971317140262616
HS Cas,DS-20K,0.05138321685030462
HS Cas,LVD,0.05138321685030462
HS Cas,Borexino,0.05138321685030462
HS Cas,XENONnT,0.05138321685030462
HS Cas,Baksan,0.053125774161819794
HS Cas,JUNO,0.05526946384335903
HS Cas,PandaX-4T,0.0553987214265303
HS Cas,SBND,0.05562008558868574
HS Cas,DUNE,0.05562008558868574
HS Cas,LZ,0.05562008558868574
HS Cas,MicroBooNe,0.05562008558868574
HS Cas,HALO-1kT,0.05590389891172395
HS Cas,SNOP,0.05590389891172395
HS Cas,NOvA,0.057166247783770094
HS Cas,HK,0.05958104278481756
HS Cas,KL,0.05958982391644848
HS Cas,SK,0.05958996782763949
V0774 Cas,IC,0.06288593605284562
V0774 Cas,KM3,0.08571446499023312
V0774 Cas,DS-20K,0.08772022689905201
V0774 Cas,LVD,0.08772022689905201
V0774 Cas,Borexino,0.08772022689905201
V0774 Cas,XENONnT,0.08772022689905201
V0774 Cas,Baksan,0.08942538701843168
V0774 Cas,PandaX-4T,0.09232821059902988
V0774 Cas,JUNO,0.09239754708246482
V0774 Cas,SBND,0.0946186515683235
V0774 Cas,DUNE,0.0946186515683235
V0774 Cas,LZ,0.0946186515683235
V0774 Cas,MicroBooNe,0.0946186515683235
V0774 Cas,HALO-1kT,0.0947538762755433
V0774 Cas,SNOP,0.0947538762755433
V0774 Cas,NOvA,0.09631208788162254
V0774 Cas,HK,0.09805616948834414
V0774 Cas,KL,0.09806646101816119
V0774 Cas,SK,0.09806650938078511
HD 45829,PandaX-4T,0.06211615348831838
HD 45829,JUNO,0.06314342146833274
HD 45829,Baksan,0.0669692071269659
HD 45829,KM3,0.07122709879202904
HD 45829,HK,0.0723260153892319
HD 45829,SK,0.07233540056928218
HD 45829,KL,0.07233629824560958
HD 45829,LVD,0.07289609280603364
HD 45829,DS-20K,0.07289609280603364
HD 45829,Borexino,0.07289609280603364
HD 45829,XENONnT,0.07289609280603364
HD 45829,IC,0.07555926757018418
HD 45829,HALO-1kT,0.09205082635317662
HD 45829,SNOP,0.09205082635317662
HD 45829,NOvA,0.09244847289000453
HD 45829,SBND,0.09334995270001403
HD 45829,DUNE,0.09334995270001403
HD 45829,LZ,0.09334995270001403
HD 45829,MicroBooNe,0.09334995270001403
V0384 Pup,PandaX-4T,0.039646648581567724
V0384 Pup,JUNO,0.041253675385098346
V0384 Pup,SK,0.04544157438797932
V0384 Pup,KL,0.04544287582502028
V0384 Pup,HK,0.04544470406449083
V0384 Pup,Baksan,0.04643664081061666
V0384 Pup,LVD,0.05377298876539187
V0384 Pup,DS-20K,0.05377298876539187
V0384 Pup,Borexino,0.05377298876539187
V0384 Pup,XENONnT,0.05377298876539187
V0384 Pup,KM3,0.05382798582407884
V0384 Pup,NOvA,0.06750272789381297
V0384 Pup,SNOP,0.0680969567272154
V0384 Pup,HALO-1kT,0.0680969567272154
V0384 Pup,SBND,0.06963309128102932
V0384 Pup,DUNE,0.06963309128102932
V0384 Pup,LZ,0.06963309128102932
V0384 Pup,MicroBooNe,0.06963309128102932
V0384 Pup,IC,0.0739049086210135
NR Vul,IC,0.03676321435266402
NR Vul,MicroBooNe,0.037378974600081105
NR Vul,LZ,0.037378974600081105
NR Vul,DUNE,0.037378974600081105
NR Vul,SBND,0.037378974600081105
NR Vul,SNOP,0.039086006884975495
NR Vul,HALO-1kT,0.039086006884975495
NR Vul,NOvA,0.039850020927192566
NR Vul,DS-20K,0.05231822406996471
NR Vul,LVD,0.05231822406996471
NR Vul,XENONnT,0.05231822406996471
NR Vul,Borexino,0.05231822406996471
NR Vul,KM3,0.052435027492801885
NR Vul,Baksan,0.057153592861748204
NR Vul,KL,0.05851710030909922
NR Vul,SK,0.05851768416615935
NR Vul,HK,0.05851828953867341
NR Vul,JUNO,0.06097814835894436
NR Vul,PandaX-4T,0.06145268418655595
V0704 Cas,IC,0.048504723228752517
V0704 Cas,KM3,0.07156903375772353
V0704 Cas,DS-20K,0.07364712879278414
V0704 Cas,LVD,0.07364712879278414
V0704 Cas,Borexino,0.07364712879278414
V0704 Cas,XENONnT,0.07364712879278414
V0704 Cas,Baksan,0.07414896549872142
V0704 Cas,JUNO,0.07524302981755888
V0704 Cas,PandaX-4T,0.07529412921447465
V0704 Cas,HK,0.08160712142175985
V0704 Cas,KL,0.0816190098179483
V0704 Cas,SK,0.08161902832160042
V0704 Cas,SBND,0.08245347474056249
V0704 Cas,DUNE,0.08245347474056249
V0704 Cas,LZ,0.08245347474056249
V0704 Cas,MicroBooNe,0.08245347474056249
V0704 Cas,HALO-1kT,0.08246024498875883
V0704 Cas,SNOP,0.08246024498875883
V0704 Cas,NOvA,0.08377596127947488
NSV 15465,IC,0.018477485216745235
NSV 15465,KM3,0.04365418096650898
NSV 15465,DS-20K,0.045370634845478194
NSV 15465,LVD,0.045370634845478194
NSV 15465,Borexino,0.045370634845478194
NSV 15465,XENONnT,0.045370634845478194
NSV 15465,Baksan,0.046369654118206635
NSV 15465,JUNO,0.04772062670692422
NSV 15465,PandaX-4T,0.047830197909714094
NSV 15465,SBND,0.05120083255013565
NSV 15465,DUNE,0.05120083255013565
NSV 15465,LZ,0.05120083255013565
NSV 15465,MicroBooNe,0.05120083255013565
NSV 15465,HALO-1kT,0.05133932604283836
NSV 15465,SNOP,0.05133932604283836
NSV 15465,NOvA,0.05247165407327683
NSV 15465,HK,0.0525037044003065
NSV 15465,KL,0.052513027359823876
NSV 15465,SK,0.0525131109078263
V1749 Cyg,IC,0.07450819472301824
V1749 Cyg,MicroBooNe,0.08306845876598383
V1749 Cyg,LZ,0.08306845876598383
V1749 Cyg,SBND,0.08306845876598383
V1749 Cyg,DUNE,0.08306845876598383
V1749 Cyg,SNOP,0.0845792653221114
V1749 Cyg,HALO-1kT,0.0845792653221114
V1749 Cyg,NOvA,0.08565821128623427
V1749 Cyg,KM3,0.09510159105857949
V1749 Cyg,DS-20K,0.09543592829768183
V1749 Cyg,LVD,0.09543592829768183
V1749 Cyg,XENONnT,0.09543592829768183
V1749 Cyg,Borexino,0.09543592829768183
V1749 Cyg,Baksan,0.10083446199584419
V1749 Cyg,HK,0.10409277449899834
V1749 Cyg,KL,0.1040940729494489
V1749 Cyg,SK,0.10409470969384557
V1749 Cyg,JUNO,0.10544523107328636
V1749 Cyg,PandaX-4T,0.10597139097759546
NSV 15324,IC,0.06497942469137111
NSV 15324,KM3,0.0847008554797747
NSV 15324,DS-20K,0.08672834036448174
NSV 15324,LVD,0.08672834036448174
NSV 15324,Borexino,0.08672834036448174
NSV 15324,XENONnT,0.08672834036448174
NSV 15324,Baksan,0.08892581769968197
NSV 15324,PandaX-4T,0.0933509423605414
NSV 15324,JUNO,0.09376941366339857
NSV 15324,HALO-1kT,0.09432125148782426
NSV 15324,SNOP,0.09432125148782426
NSV 15324,SBND,0.09432768294146208
NSV 15324,DUNE,0.09432768294146208
NSV 15324,LZ,0.09432768294146208
NSV 15324,MicroBooNe,0.09432768294146208
NSV 15324,NOvA,0.0960918163233655
NSV 15324,HK,0.09939408252923453
NSV 15324,SK,0.0994024943863383
NSV 15324,KL,0.09940257319369657
DU Cru,SK,0.05670402090974299
DU Cru,KL,0.05670420233492831
DU Cru,HK,0.05671906144851143
DU Cru,NOvA,0.0628559402615566
DU Cru,JUNO,0.06394106346500723
DU Cru,PandaX-4T,0.06398549944427206
DU Cru,SNOP,0.06501593194961539
DU Cru,HALO-1kT,0.06501593194961539
DU Cru,MicroBooNe,0.06538566657418174
DU Cru,SBND,0.06538566657418174
DU Cru,DUNE,0.06538566657418174
DU Cru,LZ,0.06538566657418174
DU Cru,Baksan,0.06852488713535845
DU Cru,DS-20K,0.07130340843235256
DU Cru,Borexino,0.07130340843235256
DU Cru,LVD,0.07130340843235256
DU Cru,XENONnT,0.07130340843235256
DU Cru,KM3,0.0733724532458111
DU Cru,IC,0.09259284957570553
HD 232766,IC,0.06493858398466659
HD 232766,KM3,0.08442779845531197
HD 232766,DS-20K,0.0866436781833799
HD 232766,LVD,0.0866436781833799
HD 232766,Borexino,0.0866436781833799
HD 232766,XENONnT,0.0866436781833799
HD 232766,Baksan,0.08710175949091124
HD 232766,PandaX-4T,0.08912344392556705
HD 232766,JUNO,0.08940484976326356
HD 232766,HK,0.09639750408782367
HD 232766,SK,0.09640872594990786
HD 232766,KL,0.09640886109206671
HD 232766,HALO-1kT,0.09736258765244706
HD 232766,SNOP,0.09736258765244706
HD 232766,SBND,0.09756266163293956
HD 232766,DUNE,0.09756266163293956
HD 232766,LZ,0.09756266163293956
HD 232766,MicroBooNe,0.09756266163293956
HD 232766,NOvA,0.09886812061831321
UY Sct,MicroBooNe,0.03857388988339398
UY Sct,LZ,0.03857388988339398
UY Sct,DUNE,0.03857388988339398
UY Sct,SBND,0.03857388988339398
UY Sct,NOvA,0.03987600743541075
UY Sct,SNOP,0.040619859827372484
UY Sct,HALO-1kT,0.040619859827372484
UY Sct,DS-20K,0.06262222933160691
UY Sct,LVD,0.06262222933160691
UY Sct,XENONnT,0.06262222933160691
UY Sct,Borexino,0.06262222933160691
UY Sct,IC,0.06270498293943311
UY Sct,KL,0.06295559249642003
UY Sct,SK,0.0629562706508849
UY Sct,HK,0.06296533678589217
UY Sct,KM3,0.06410927762644243
UY Sct,Baksan,0.0671161654404596
UY Sct,JUNO,0.06997413441324585
UY Sct,PandaX-4T,0.07052553092004653
V0337 Car,SK,0.015815438837756407
V0337 Car,KL,0.01581662154975745
V0337 Car,HK,0.01583802350887983
V0337 Car,PandaX-4T,0.02044652942079549
V0337 Car,JUNO,0.021462219310757053
V0337 Car,Baksan,0.02553113321280053
V0337 Car,NOvA,0.029995293134140434
V0337 Car,LVD,0.030022696175462438
V0337 Car,DS-20K,0.030022696175462438
V0337 Car,Borexino,0.030022696175462438
V0337 Car,XENONnT,0.030022696175462438
V0337 Car,HALO-1kT,0.03154090436678263
V0337 Car,SNOP,0.03154090436678263
V0337 Car,KM3,0.03162961727175668
V0337 Car,SBND,0.03256283665553014
V0337 Car,DUNE,0.03256283665553014
V0337 Car,LZ,0.03256283665553014
V0337 Car,MicroBooNe,0.03256283665553014
V0337 Car,IC,0.051716478372105336
GP Cas,IC,0.052693993037393985
GP Cas,KM3,0.07507943886242746
GP Cas,DS-20K,0.07715746061457791
GP Cas,LVD,0.07715746061457791
GP Cas,Borexino,0.07715746061457791
GP Cas,XENONnT,0.07715746061457791
GP Cas,Baksan,0.07810233481486359
GP Cas,PandaX-4T,0.08009844464974446
GP Cas,JUNO,0.08016480837383114
GP Cas,SBND,0.08568077000617536
GP Cas,DUNE,0.08568077000617536
GP Cas,LZ,0.08568077000617536
GP Cas,MicroBooNe,0.08568077000617536
GP Cas,HALO-1kT,0.08568906153974998
GP Cas,SNOP,0.08568906153974998
GP Cas,HK,0.08635658678788477
GP Cas,SK,0.08636766619424197
GP Cas,KL,0.08636766967653085
GP Cas,NOvA,0.08712607544515846
HD 236947,IC,0.040068112066663504
HD 236947,KM3,0.06230927006030519
HD 236947,DS-20K,0.06428849941622684
HD 236947,LVD,0.06428849941622684
HD 236947,Borexino,0.06428849941622684
HD 236947,XENONnT,0.06428849941622684
HD 236947,Baksan,0.06570571433863384
HD 236947,PandaX-4T,0.0684597512090251
HD 236947,JUNO,0.06861373578888093
HD 236947,SBND,0.07179906394496582
HD 236947,DUNE,0.07179906394496582
HD 236947,LZ,0.07179906394496582
HD 236947,MicroBooNe,0.07179906394496582
HD 236947,HALO-1kT,0.07183395021238996
HD 236947,SNOP,0.07183395021238996
HD 236947,NOvA,0.07330349288203666
HD 236947,HK,0.07419943904459134
HD 236947,SK,0.07420901377444421
HD 236947,KL,0.07420902340752128
GS Vel,SK,0.05567476823315034
GS Vel,KL,0.05567530506152648
GS Vel,HK,0.055686956016771684
GS Vel,PandaX-4T,0.05997112125951032
GS Vel,JUNO,0.06024561289354705
GS Vel,Baksan,0.06630063243449112
GS Vel,NOvA,0.06949147374611858
GS Vel,LVD,0.07098179232552042
GS Vel,DS-20K,0.07098179232552042
GS Vel,Borexino,0.07098179232552042
GS Vel,XENONnT,0.07098179232552042
GS Vel,HALO-1kT,0.0713493645610012
GS Vel,SNOP,0.0713493645610012
GS Vel,SBND,0.07219179884221369
GS Vel,DUNE,0.07219179884221369
GS Vel,LZ,0.07219179884221369
GS Vel,MicroBooNe,0.07219179884221369
GS Vel,KM3,0.07262968376988897
GS Vel,IC,0.09353526572172964
HD 305632,SK,0.028932192759861492
HD 305632,KL,0.028932947378020102
HD 305632,HK,0.02894967621262676
HD 305632,PandaX-4T,0.033975961114004964
HD 305632,JUNO,0.03457753254291372
HD 305632,Baksan,0.03928402125444063
HD 305632,NOvA,0.04171930068576561
HD 305632,SNOP,0.0435052508589001
HD 305632,HALO-1kT,0.0435052508589001
HD 305632,LVD,0.04357482573114175
HD 305632,DS-20K,0.04357482573114175
HD 305632,Borexino,0.04357482573114175
HD 305632,XENONnT,0.04357482573114175
HD 305632,SBND,0.04441781773895912
HD 305632,LZ,0.04441781773895912
HD 305632,MicroBooNe,0.04441781773895912
HD 305632,DUNE,0.04441781773895912
HD 305632,KM3,0.04531261941957474
HD 305632,IC,0.0661742813123961
V0717 Cyg,IC,0.07602590386846234
V0717 Cyg,MicroBooNe,0.08097707088848419
V0717 Cyg,LZ,0.08097707088848419
V0717 Cyg,SBND,0.08097707088848419
V0717 Cyg,DUNE,0.08097707088848419
V0717 Cyg,SNOP,0.08263181358640105
V0717 Cyg,HALO-1kT,0.08263181358640105
V0717 Cyg,NOvA,0.0835295673676495
V0717 Cyg,KM3,0.09535622063406726
V0717 Cyg,DS-20K,0.09545534000015535
V0717 Cyg,LVD,0.09545534000015535
V0717 Cyg,XENONnT,0.09545534000015535
V0717 Cyg,Borexino,0.09545534000015535
V0717 Cyg,Baksan,0.10095176335916253
V0717 Cyg,HK,0.10310409161237914
V0717 Cyg,KL,0.10310431554354912
V0717 Cyg,SK,0.10310501236914134
V0717 Cyg,JUNO,0.10529602031389922
V0717 Cyg,PandaX-4T,0.1059081362714681
V1489 Cyg,IC,0.029249487947648374
V1489 Cyg,MicroBooNe,0.04134467553496994
V1489 Cyg,LZ,0.04134467553496994
V1489 Cyg,SBND,0.04134467553496994
V1489 Cyg,DUNE,0.04134467553496994
V1489 Cyg,SNOP,0.04256699008891534
V1489 Cyg,HALO-1kT,0.04256699008891534
V1489 Cyg,NOvA,0.04370722257918282
V1489 Cyg,KM3,0.04967837623808697
V1489 Cyg,DS-20K,0.050168267119559753
V1489 Cyg,LVD,0.050168267119559753
V1489 Cyg,XENONnT,0.050168267119559753
V1489 Cyg,Borexino,0.050168267119559753
V1489 Cyg,Baksan,0.05456611956863965
V1489 Cyg,HK,0.05822688972128685
V1489 Cyg,KL,0.0582287112623373
V1489 Cyg,SK,0.05822916102435144
V1489 Cyg,JUNO,0.058601574671977075
V1489 Cyg,PandaX-4T,0.05892850527070503
V0492 Aql,MicroBooNe,0.04123870558124262
V0492 Aql,LZ,0.04123870558124262
V0492 Aql,DUNE,0.04123870558124262
V0492 Aql,SBND,0.04123870558124262
V0492 Aql,NOvA,0.043342623300299365
V0492 Aql,SNOP,0.04334516632599702
V0492 Aql,HALO-1kT,0.04334516632599702
V0492 Aql,IC,0.05460315604417077
V0492 Aql,DS-20K,0.06272039888566854
V0492 Aql,LVD,0.06272039888566854
V0492 Aql,XENONnT,0.06272039888566854
V0492 Aql,Borexino,0.06272039888566854
V0492 Aql,KM3,0.06361075005359633
V0492 Aql,KL,0.06584140255004875
V0492 Aql,SK,0.06584212581669523
V0492 Aql,HK,0.06584688308499337
V0492 Aql,Baksan,0.06772370847204064
V0492 Aql,JUNO,0.07102177685024934
V0492 Aql,PandaX-4T,0.07165430502726794
NSV 544,IC,0.06208372588896189
NSV 544,KM3,0.08519434027298492
NSV 544,DS-20K,0.08716502781572003
NSV 544,LVD,0.08716502781572003
NSV 544,Borexino,0.08716502781572003
NSV 544,XENONnT,0.08716502781572003
NSV 544,Baksan,0.08903380510321765
NSV 544,PandaX-4T,0.09207165714701779
NSV 544,JUNO,0.09212256255766642
NSV 544,SBND,0.09351911686639618
NSV 544,DUNE,0.09351911686639618
NSV 544,LZ,0.09351911686639618
NSV 544,MicroBooNe,0.09351911686639618
NSV 544,HALO-1kT,0.09369552139094663
NSV 544,SNOP,0.09369552139094663
NSV 544,NOvA,0.09525889896804787
NSV 544,HK,0.09758547781562446
NSV 544,KL,0.09759554128011055
NSV 544,SK,0.09759560978887395
AB Pyx,PandaX-4T,0.019253437962626147
AB Pyx,JUNO,0.020422593532625682
AB Pyx,SK,0.0228497770836487
AB Pyx,KL,0.02285107631524632
AB Pyx,HK,0.022854323453257136
AB Pyx,Baksan,0.029787732161780326
AB Pyx,LVD,0.0372174328115173
AB Pyx,DS-20K,0.0372174328115173
AB Pyx,Borexino,0.0372174328115173
AB Pyx,XENONnT,0.0372174328115173
AB Pyx,KM3,0.0377119914599682
AB Pyx,NOvA,0.046397166105501216
AB Pyx,SNOP,0.047393454507495596
AB Pyx,HALO-1kT,0.047393454507495596
AB Pyx,SBND,0.04859176995642666
AB Pyx,DUNE,0.04859176995642666
AB Pyx,LZ,0.04859176995642666
AB Pyx,MicroBooNe,0.04859176995642666
AB Pyx,IC,0.05532008545764499
V0774 Cas-2,IC,0.026282582670681575
V0774 Cas-2,KM3,0.04986377729117203
V0774 Cas-2,DS-20K,0.05167479493456026
V0774 Cas-2,LVD,0.05167479493456026
V0774 Cas-2,Borexino,0.05167479493456026
V0774 Cas-2,XENONnT,0.05167479493456026
V0774 Cas-2,Baksan,0.05319837613669481
V0774 Cas-2,PandaX-4T,0.055763263065177635
V0774 Cas-2,JUNO,0.05582502570177372
V0774 Cas-2,SBND,0.05775602129533869
V0774 Cas-2,DUNE,0.05775602129533869
V0774 Cas-2,LZ,0.05775602129533869
V0774 Cas-2,MicroBooNe,0.05775602129533869
V0774 Cas-2,HALO-1kT,0.057872188812550594
V0774 Cas-2,SNOP,0.057872188812550594
V0774 Cas-2,NOvA,0.05921697969043639
V0774 Cas-2,HK,0.060714820599518195
V0774 Cas-2,KL,0.06072360064916055
V0774 Cas-2,SK,0.060723641339412326
V0717 Cyg-2,IC,0.04233741438247382
V0717 Cyg-2,MicroBooNe,0.04737003376374146
V0717 Cyg-2,LZ,0.04737003376374146
V0717 Cyg-2,SBND,0.04737003376374146
V0717 Cyg-2,DUNE,0.04737003376374146
V0717 Cyg-2,SNOP,0.04899799490721768
V0717 Cyg-2,HALO-1kT,0.04899799490721768
V0717 Cyg-2,NOvA,0.0498724424035437
V0717 Cyg-2,KM3,0.06094500865484469
V0717 Cyg-2,DS-20K,0.06103382195851822
V0717 Cyg-2,LVD,0.06103382195851822
V0717 Cyg-2,XENONnT,0.06103382195851822
V0717 Cyg-2,Borexino,0.06103382195851822
V0717 Cyg-2,Baksan,0.0659627982642725
V0717 Cyg-2,HK,0.06786688478958529
V0717 Cyg-2,KL,0.0678670716158622
V0717 Cyg-2,SK,0.067867684968118
V0717 Cyg-2,JUNO,0.06979297917113507
V0717 Cyg-2,PandaX-4T,0.07032724914785436
V0605 Cas,IC,0.03084056194239386
V0605 Cas,KM3,0.053769077927384896
V0605 Cas,DS-20K,0.05569395981775189
V0605 Cas,LVD,0.05569395981775189
V0605 Cas,Borexino,0.05569395981775189
V0605 Cas,XENONnT,0.05569395981775189
V0605 Cas,Baksan,0.05684747058487114
V0605 Cas,PandaX-4T,0.05907799390358656
V0605 Cas,JUNO,0.059162467955683105
V0605 Cas,SBND,0.06306050556030607
V0605 Cas,DUNE,0.06306050556030607
V0605 Cas,LZ,0.06306050556030607
V0605 Cas,MicroBooNe,0.06306050556030607
V0605 Cas,HALO-1kT,0.06309786792311253
V0605 Cas,SNOP,0.06309786792311253
V0605 Cas,NOvA,0.06444685312363353
V0605 Cas,HK,0.06462198010749165
V0605 Cas,KL,0.0646316031538265
V0605 Cas,SK,0.06463160796196707
V0595 Cas-2,IC,0.0458197022336998
V0595 Cas-2,KM3,0.06672644589976712
V0595 Cas-2,DS-20K,0.06870731865599806
V0595 Cas-2,LVD,0.06870731865599806
V0595 Cas-2,Borexino,0.06870731865599806
V0595 Cas-2,XENONnT,0.06870731865599806
V0595 Cas-2,Baksan,0.07060570208878365
V0595 Cas-2,PandaX-4T,0.0743391307959533
V0595 Cas-2,JUNO,0.07464508461544911
V0595 Cas-2,SBND,0.07605056993741062
V0595 Cas-2,DUNE,0.07605056993741062
V0595 Cas-2,LZ,0.07605056993741062
V0595 Cas-2,MicroBooNe,0.07605056993741062
V0595 Cas-2,HALO-1kT,0.07606761743562787
V0595 Cas-2,SNOP,0.07606761743562787
V0595 Cas-2,NOvA,0.07768554643884658
V0595 Cas-2,HK,0.08008848772095019
V0595 Cas-2,SK,0.08009709156155291
V0595 Cas-2,KL,0.08009713832253433
NSV 16609-2,PandaX-4T,0.06578431074301984
NSV 16609-2,IC,0.06675830077284804
NSV 16609-2,JUNO,0.06680624400355888
NSV 16609-2,Baksan,0.0675286789041046
NSV 16609-2,KM3,0.06931156138844238
NSV 16609-2,DS-20K,0.07146296225167591
NSV 16609-2,LVD,0.07146296225167591
NSV 16609-2,XENONnT,0.07146296225167591
NSV 16609-2,Borexino,0.07146296225167591
NSV 16609-2,HK,0.0762303654007513
NSV 16609-2,SK,0.07624075539803339
NSV 16609-2,KL,0.07624149673962945
NSV 16609-2,HALO-1kT,0.09005908916599263
NSV 16609-2,SNOP,0.09005908916599263
NSV 16609-2,NOvA,0.09098523249031236
NSV 16609-2,SBND,0.09115747271146014
NSV 16609-2,DUNE,0.09115747271146014
NSV 16609-2,LZ,0.09115747271146014
NSV 16609-2,MicroBooNe,0.09115747271146014
V0528 Car-2,SK,0.032575659187996146
V0528 Car-2,KL,0.03257632567937678
V0528 Car-2,HK,0.032592493239102814
V0528 Car-2,PandaX-4T,0.037853320631359766
V0528 Car-2,JUNO,0.038357768866561316
V0528 Car-2,Baksan,0.04311227664036898
V0528 Car-2,NOvA,0.04469124453679727
V0528 Car-2,SNOP,0.0465347270796919
V0528 Car-2,HALO-1kT,0.0465347270796919
V0528 Car-2,LVD,0.04725799661261986
V0528 Car-2,DS-20K,0.04725799661261986
V0528 Car-2,Borexino,0.04725799661261986
V0528 Car-2,XENONnT,0.04725799661261986
V0528 Car-2,SBND,0.047395931260973814
V0528 Car-2,LZ,0.047395931260973814
V0528 Car-2,MicroBooNe,0.047395931260973814
V0528 Car-2,DUNE,0.047395931260973814
V0528 Car-2,KM3,0.04903619190518972
V0528 Car-2,IC,0.06987243271408602
lam Vel,PandaX-4T,0.03583710913075562
lam Vel,SK,0.035980915627326006
lam Vel,KL,0.03598186570122678
lam Vel,HK,0.03598775714669118
lam Vel,JUNO,0.036446679499150654
lam Vel,Baksan,0.04487327698770496
lam Vel,LVD,0.051579924822991154
lam Vel,DS-20K,0.051579924822991154
lam Vel,Borexino,0.051579924822991154
lam Vel,XENONnT,0.051579924822991154
lam Vel,KM3,0.05248921686290952
lam Vel,NOvA,0.057648497419676606
lam Vel,SNOP,0.05901849635336008
lam Vel,HALO-1kT,0.05901849635336008
lam Vel,SBND,0.060164285479698924
lam Vel,DUNE,0.060164285479698924
lam Vel,LZ,0.060164285479698924
lam Vel,MicroBooNe,0.060164285479698924
lam Vel,IC,0.07164589002383909
V1749 Cyg-2,IC,0.0630997950369406
V1749 Cyg-2,MicroBooNe,0.07171733143653489
V1749 Cyg-2,LZ,0.07171733143653489
V1749 Cyg-2,SBND,0.07171733143653489
V1749 Cyg-2,DUNE,0.07171733143653489
V1749 Cyg-2,SNOP,0.0732219080293354
V1749 Cyg-2,HALO-1kT,0.0732219080293354
V1749 Cyg-2,NOvA,0.0742940177362303
V1749 Cyg-2,KM3,0.08360382372171353
V1749 Cyg-2,DS-20K,0.08393099246186854
V1749 Cyg-2,LVD,0.08393099246186854
